OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
915790,04092016661,COURTNEY'S NY BAGEL & DELI,929 HERITAGE LAKE  RD ,,WAKE FOREST,NC,27587,(919) 453-1043,2014/03/31 00:00:00+00,Restaurant,18089,-78.50377701,35.94688449,M
915791,04092025163,Rocky Top Catering,500 Departure DR ,,RALEIGH,NC,27616,(919) 829-3771,2018/02/27 00:00:00+00,Food Stand,18083,0,0,U
915792,04092014706,Costco Wholesale #645 Food Court,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006/10/24 00:00:00+00,Restaurant,18096,-78.62231539,35.81825512,M
915793,04092018065,Firehouse Subs #1517,11704 Retail DR ,,WAKE FOREST,NC,27587,(919) 556-1010,2019/02/20 00:00:00+00,Restaurant,18098,-78.5434927,35.96629568,M
915794,04092030393,Bowl Out (WCID #682),1025 Blue Ridge RD ,,RALEIGH,NC,27604,(919) 636-1182,2019/02/07 00:00:00+00,Mobile Food Units,18099,-78.71510697,35.79630808,M
915795,04092016077,CHINA CARY,2972 Kildaire Farm RD,,CARY,NC,27511,(919) 363-5688,2012/01/04 00:00:00+00,Restaurant,18100,-78.78870146,35.71809037,M
915796,04092030315,ADOBO JOE (WCID #575),4900 TOPSTONE RD ,,RALEIGH,NC,27603,(804) 405-9543,2016/10/03 00:00:00+00,Mobile Food Units,18103,-78.63486406,35.6426529,M
915797,04092021377,Whole Foods Market Coffee Bar,3540 Wade AVE ,,RALEIGH,NC,27607,(919) 828-5805,2006/04/18 00:00:00+00,Food Stand,18107,-78.68558086,35.80212022,M
915798,04092030427,Lee's Kitchen #2 (WCID #712),4638 CAPITAL BLVD,,RALEIGH,NC,27604-4478,(919) 673-5748,2019/07/03 00:00:00+00,Mobile Food Units,18114,-78.57926249,35.84833828,M
915799,04092025175,Harris Teeter #90 Starbucks,13210 Strickland RD ,,RALEIGH,NC,27613,(919) 676-3534,2018/05/07 00:00:00+00,Food Stand,18128,-78.72593809,35.90878313,M
915800,04092025168,HILLTOP,3400 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 285-4517,2018/04/05 00:00:00+00,Food Stand,18144,-78.72363492,35.62414787,M
915801,04092017135,GOOD HARVEST,1104 LEDSOME LN ,SUITE 105,CARY,NC,27511,(919) 322-5558,2016/01/19 00:00:00+00,Restaurant,18148,-78.74823051,35.76313262,M
915802,04092017852,1250 Heritage,1250 Heritage Club Ave,,WAKE FOREST,NC,27587,(919) 453-2020 ext. 16,2018/05/30 00:00:00+00,Restaurant,18160,-78.49666003,35.94973583,M
915803,04092015029,Firehouse Subs Ladder #178,10251 Little Brier Creek  LN ,,RALEIGH,NC,27617,(919) 806-3900,2007/12/17 00:00:00+00,Restaurant,18169,-78.78517004,35.91133497,M
915804,04092016997,GOLDEN PIG,815 W CHATHAM ST ,,CARY,NC,27511,(919) 650-2720,2015/08/07 00:00:00+00,Restaurant,18172,-78.79538567,35.78006758,M
915805,04092021993,H Mart Don-don,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,18183,-78.84865444,35.78921622,M
915806,04092017081,RAGAZZI'S,1514 US HWY 70 W ,,GARNER,NC,27529,(919) 772-9772,2015/11/17 00:00:00+00,Restaurant,18112,0,0,U
915807,04092021830,STARBUCKS AT HARRIS TEETER #319,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,Food Stand,18186,-78.67971393,35.85737248,M
915808,04092018347,Starbuck's,2901 SHERMAN OAK PL ,,RALEIGH,NC,27609-6884,,2020/04/13 00:00:00+00,Restaurant,18188,-78.62082753,35.82131925,M
915809,04092018322,TEDDY'S PIZZA & PASTA,5563 WESTERN BLVD ,STE 9-A,RALEIGH,NC,27606-1595,(919) 233-9144,2020/02/13 00:00:00+00,Restaurant,18198,-78.72051017,35.78412594,M
915810,04092030401,Mi Tierra Mexican Food (WCID #691),2161 S. Wilmington Street ,,RALEIGH,NC,27603,(919) 218-6484,2019/03/08 00:00:00+00,Mobile Food Units,18115,-78.64171063,35.75324624,M
915811,04092017703,Coastal Cafe,3030 Slater RD ,,MORRISVILLE,NC,27650,(984) 833-5700,2017/10/03 00:00:00+00,Restaurant,18200,-78.8272941,35.86836765,M
915812,04092030467,Taqueria Y Pupuseria Benitez (WCID #754),820 E CHATHAM ST,Cooper's Furniture,CARY,NC,27511-6917,(919) 641-7612,2020/02/24 00:00:00+00,Mobile Food Units,18217,-78.76266384,35.79129775,T
915813,04092017679,Firehouse Subs #1052,413 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(984) 225-2550,2017/09/18 00:00:00+00,Restaurant,18230,-78.83774133,35.64081684,M
915814,04092016464,SUBWAY #57792,2736 NC HWY 55 ,,CARY,NC,27519,(919) 521-8541,2013/07/16 00:00:00+00,Restaurant,18134,-78.87103723,35.78548764,M
915815,04092017666,OAK CITY PIZZA,206 FOREST HILLS DR ,,GARNER,NC,27529,,2017/06/30 00:00:00+00,Restaurant,18234,-78.62278736,35.70820906,M
915816,04092016627,WHISPERING PINES DINING,7501 LEADMINE  RD ,,RALEIGH,NC,27615,(919) 870-0222,2014/02/25 00:00:00+00,Restaurant,18238,-78.66223022,35.88240773,M
915817,04092014517,Mithai House of Indian Desserts,744-F E Chatham ST,,CARY,NC,27511,(919) 469-9651,2006/03/08 00:00:00+00,Restaurant,18162,-78.7651273,35.79183553,M
915818,04092017027,CAPITAL OAKS CULINARY & DINING SERVICES,6498 RAY RD ,,RALEIGH,NC,27613,(919) 784-0099,2015/09/17 00:00:00+00,Restaurant,18239,-78.69653255,35.86810514,M
915819,04092016113,Hereghty Heavenly Delicious,2603-123 Glenwood AVE ,,RALEIGH,NC,27608,(919) 787-3995,2012/03/06 00:00:00+00,Restaurant,18165,-78.6604672,35.81647745,M
915820,04092015054,Subway #30443,9800 Holly Springs RD ,,HOLLY SPRINGS,NC,27540,(919) 387-4818,2008/01/15 00:00:00+00,Restaurant,18241,-78.79913769,35.66712746,M
915821,04092021905,FOOD LION #649 PRODUCE,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603,(919) 755-3856,2015/10/29 00:00:00+00,Food Stand,18271,-78.68034061,35.74405959,M
915822,04092017702,Tropical Smoothie Cafe,1009-120 Stadium DR ,,WAKE FOREST,NC,27587,(919) 371-4358,2017/10/05 00:00:00+00,Restaurant,18199,-78.52993342,35.99015656,M
915823,04092018281,RALEIGH TAP ROOM,2400 JOHN BRANTLEY BLVD ,RDU TERMINAL 2,RALEIGH,NC,27623,(919) 840-4477,2020/01/03 00:00:00+00,Restaurant,18232,0,0,U
915824,04092016057,JACK'S SEAFOOD,5416 ROCK QUARRY RD ,STE 103,RALEIGH,NC,27610,(919) 329-8125,2011/12/06 00:00:00+00,Restaurant,18272,-78.56009996,35.73196045,M
915825,04092017103,CHICK-FIL-A #792,6701 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-5373,(919) 845-4556,2015/12/07 00:00:00+00,Restaurant,18273,-78.62404244,35.87534331,M
915826,04092015007,Zaxby's of Knightdale,6702 Knightdale  BLVD ,,KNIGHTDALE,NC,27545,(919) 261-9995,2007/11/14 00:00:00+00,Restaurant,18316,-78.50401397,35.79659659,M
915827,04092016546,RUDY'S PUB & GRILL,780 W Williams ST ,,APEX,NC,27502,(919) 303-5061,2013/11/15 00:00:00+00,Restaurant,18322,-78.86276064,35.73803218,M
915828,04092018074,PIZZERIA VERITAS,1260 NW Maynard RD ,,CARY,NC,27513,(919) 319-3232,2019/03/19 00:00:00+00,Restaurant,18338,-78.80932512,35.7848684,M
915829,04092016744,McDonald's #5651,8305 Creedmoor  RD ,,RALEIGH,NC,27615,(919) 847-8111,2014/08/29 00:00:00+00,Restaurant,18340,-78.68140591,35.9003565,M
915830,04092018137,NYC Bagels,263 GRANDE HEIGHTS DR,,CARY,NC,27513,(919) 651-0060,2019/07/15 00:00:00+00,Restaurant,18343,-78.7805746,35.804703,M
915831,04092018222,Harris Teeter #136 Starbucks,9600 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 676-6614,2019/11/07 00:00:00+00,Restaurant,18349,-78.60015155,35.90522894,M
915832,04092017575,CHINA STAR,6109-110 ROCK QUARRY RD ,,RALEIGH,NC,27610,(919) 977-4678,2017/04/20 00:00:00+00,Restaurant,18330,-78.54947112,35.72561886,M
915833,04092030221,BACKYARD BISTRO #1 CONCESSION TRAILER (WCID #267),HILLSBOROUGH  ST ,,RALEIGH,NC,27607,(919) 851-6203,2010/06/22 00:00:00+00,Mobile Food Units,18350,0,0,U
915834,04092018219,BIG SERGIO'S PIZZA OF APEX,2127 TEN TEN RD ,,APEX,NC,27539,(919) 303-1770,2019/11/06 00:00:00+00,Restaurant,18366,-78.81811355,35.72082607,M
915835,04092300277,CARNICERIA LA HACIENDA,5440-114 ATLANTIC SPRINGS RD ,,RALEIGH,NC,27616,(984) 200-1151,2017/01/23 00:00:00+00,Meat Market,18353,-78.59773285,35.85673584,M
915836,04092030386,Taqueria La Esquina (WCID #662),10500 Chapel Hill RD ,,Morrisville,NC,27560,(919) 771-4596,2018/12/21 00:00:00+00,Mobile Food Units,18374,-78.83168895,35.84049229,M
915837,04092160057,MORNINGSIDE ASSISTED LIVING KITCHEN,801 DIXIE TRL ,,RALEIGH,NC,27607,(919) 828-5557,2006/08/16 00:00:00+00,Institutional Food Service,18384,-78.67718508,35.80049393,M
915838,04092030434,Tacos Estilo Hildago (WCID #716),101 REED ST,Suite A,CARY,NC,27511-6927,(919) 454-2182,2019/07/30 00:00:00+00,Mobile Food Units,18386,-78.76292831,35.79014794,M
915839,04092016188,BURGER KING #6063,1299 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-1045,2012/05/31 00:00:00+00,Restaurant,18387,-78.77869475,35.59221744,M
915840,04092018036,Jumbo China,1625-101 RONALD DR ,,RALEIGH,NC,27609,(919) 878-9877,2019/01/27 00:00:00+00,Restaurant,18389,-78.6079213,35.83826504,M
915841,04092017149,AJ'S FOOD MART,6204 TEN TEN RD ,,APEX,NC,27502,(919) 779-3900,2016/02/18 00:00:00+00,Restaurant,18391,-78.73671669,35.67669886,M
915842,04092017922,Clean Eatz,1856 Boulderstone WAY ,,CARY,NC,27519,(919) 650-1897,2018/08/23 00:00:00+00,Restaurant,18406,-78.84859346,35.79156535,M
915843,04092016696,Johnny's Pizza,8759 Holly Springs RD ,,APEX,NC,27539,(919) 434-5989,2014/05/30 00:00:00+00,Restaurant,18410,-78.77345837,35.69264701,M
915844,04092021633,MANDARIN EXPRESS,4325 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-7127,2010/11/12 00:00:00+00,Food Stand,18414,-78.68184484,35.84183815,T
915845,04092015859,POPEYES #11025,3699 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 803-7777,2011/01/07 00:00:00+00,Restaurant,18419,-78.57923704,35.79885313,M
915846,04092015271,42ND STREET OYSTER BAR,2400 W TERMINAL BLVD ,RDU terminal 2,RDU AIRPORT,NC,27623,(919) 840-0506,2008/10/23 00:00:00+00,Restaurant,18420,0,0,U
915847,04092018426,Iris Coffee Lab,725 TUCKER ST ,,RALEIGH,NC,27603,(919) 441-7489,2020/08/31 00:00:00+00,Restaurant,18428,-78.65073172,35.78632213,M
915848,04092015460,NEW CHINA KING RESTAURANT,1811 NEW HOPE CHURCH RD,,RALEIGH,NC,27609-6288,(919) 873-1256,2009/09/15 00:00:00+00,Restaurant,18434,-78.60815381,35.83604187,M
915849,04092160077,Strategic Behavioral Center-Garner (Kitchen),3200 WATERFIELD  DR ,,GARNER,NC,27529,(919) 800-4400,2012/10/16 00:00:00+00,Institutional Food Service,18439,-78.56102268,35.67811861,M
915850,04092016548,GARIBALDI TRATTORIA PIZZA E PASTA,900 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-8865,2014/06/13 00:00:00+00,Restaurant,18450,-78.78691241,35.59110944,M
915851,04092016594,SMITHFIELD'S CHICKEN'N Bar-B-Q,7304 KNIGHTDALE  BLVD ,,KNIGHTDALE,NC,27545,(919) 865-1905,2014/01/06 00:00:00+00,Restaurant,18451,-78.48480969,35.79790459,M
915852,04092016727,HARRIS TEETER #236 STARBUCKS,7145  O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 465-9432,2014/08/04 00:00:00+00,Restaurant,18463,-78.88824644,35.84415135,M
915853,04092017246,GREEK BASMA,7272 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 285-0808,2016/06/24 00:00:00+00,Restaurant,18473,-78.83292783,35.63500069,M
915854,04092017285,Szechuan Garden Morrisville,10285 Chapel Hill  RD ,STE 300,MORRISVILLE,NC,27560,(919) 468-6878,2016/08/16 00:00:00+00,Restaurant,18474,-78.82788003,35.83012574,M
915855,04092021811,LOWES FOODS #162 PRODUCE,6430 TRYON ROAD,,CARY,NC,27513,(919) 859-9335,2014/09/25 00:00:00+00,Food Stand,18491,-78.7615544,35.74559939,M
915856,04092017287,HARRIS TEETER #112 STARBUCKS,270 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 460-4326,2016/08/15 00:00:00+00,Restaurant,18510,-78.7805746,35.804703,M
915857,04092040330,BIG RED'S DOGHOUSE (WCID #499),4826 Watkins Rd,,ROLESVILLE,NC,27587,(919) 279-0654,2015/03/31 00:00:00+00,Pushcarts,18494,0,0,U
915858,04092016662,HUNGRY HOWIES PIZZA,1904 NW MAYNARD RD ,UNIT 102,CARY,NC,27513,(919) 234-1380,2014/04/01 00:00:00+00,Restaurant,18540,-78.79490368,35.79887622,M
915859,04092017282,WENDY'S #6328,6611 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 782-1065,2016/08/11 00:00:00+00,Restaurant,18544,-78.7086878,35.85971365,M
915860,04092018399,WHICH WICH OF PARK WEST,3301 VILLAGE MARKET  PL ,,MORRISVILLE,NC,27560,(919) 380-8424,2020/07/08 00:00:00+00,Restaurant,18568,-78.81800343,35.80772157,M
915861,04092030400,El Toluco (WCID #689),4320 Ten-Ten RD ,,APEX,NC,27539,,2019/03/05 00:00:00+00,Mobile Food Units,18569,-78.7728994,35.6951135,M
915862,04092018317,Mission Beef and Brews,4801 Harbour Towne DR ,,RALEIGH,NC,27604,(919) 250-3030,2020/02/10 00:00:00+00,Restaurant,18570,-78.55468477,35.80720543,M
915863,04092025310,Boss of Vegan @TKA,2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(252) 331-9292,2020/04/20 00:00:00+00,Food Stand,18582,-78.63902655,35.752054,M
915864,04092300290,Carolina International Mart,3540 MAITLAND DR,,RALEIGH,NC,27610,(919) 255-1640,2020/07/24 00:00:00+00,Meat Market,18592,-78.58191654,35.79630442,M
915865,04092017737,Zaxby's #66301,2901 Hillsborough ST ,,RALEIGH,NC,27607,(984) 242-0789,2017/11/13 00:00:00+00,Restaurant,18594,-78.67549354,35.7890291,M
915866,04092015374,Shane's Rib Shack #55,5811 POYNER VILLAGE PKY ,SUITE 101,RALEIGH,NC,27616,(919) 850-9900,2009/04/15 00:00:00+00,Restaurant,18602,-78.56916648,35.86464286,M
915867,04092016048,GONZA TACOS Y TEQUILA,7713 LEAD MINE  RD ,,RALEIGH,NC,27615,(919) 846-5478,2011/11/17 00:00:00+00,Restaurant,18607,-78.66044244,35.88617531,T
915868,04092021519,International Foods Meats,421 Chapanoke  RD ,Ste 140,RALEIGH,NC,27603,(919) 662-5428,2008/03/14 00:00:00+00,Food Stand,18620,-78.65333581,35.73464573,M
915869,04092015087,BRUEGGERS BAGELS #644,3510 WADE AVE ,,RALEIGH,NC,27607,(919) 828-1301,2008/03/20 00:00:00+00,Restaurant,18623,-78.68558086,35.80212022,M
915870,04092025158,A Taste of NY Commissary,1411-J Diggs DR ,,RALEIGH,NC,27603,(919) 345-8138,2017/12/21 00:00:00+00,Food Stand,18629,-78.66318797,35.75536178,M
915871,04092160089,Hilltop Home Kitchen,2820 Kidd  RD ,PO Box 46749,RALEIGH,NC,27610-6749,(919) 231-8315,2020/03/03 00:00:00+00,Institutional Food Service,18648,-78.5890506,35.7775139,M
915872,04092300237,COMPARE FOODS MARKET,410 W GANNON AVE ,,ZEBULON,NC,27597,(919) 269-9481,2008/01/17 00:00:00+00,Meat Market,18653,-78.32298663,35.82162579,M
915873,04092021379,Harris Teeter #69 Produce,3201-123 Edwards Mill RD,,RALEIGH,NC,27612,(919) 781-8776,2006/04/21 00:00:00+00,Food Stand,18641,-78.70556784,35.82545067,M
915874,04092030387,Doherty's Fish & Chips Paddy Wagon (WCID #663),5490 Apex Peakway ,,APEX,NC,27502,(919) 454-4591,2019/01/11 00:00:00+00,Mobile Food Units,18656,-78.86537597,35.73683859,M
915875,04092018229,Uncorked Wine Bar,10511 Shawdowlawn DR ,Ste 111,RALEIGH,NC,27614,(984) 200-5423,2019/11/14 00:00:00+00,Restaurant,18654,0,0,U
915876,04092028050,Chop Shop,210 E SIX FORKS RD ,,RALEIGH,NC,27609,(919) 696-4603,2019/02/11 00:00:00+00,Food Stand,18667,-78.6299036,35.8214579,M
915877,04092018435,Dunkin #358977,2880 ROGERS RD,,WAKE FOREST,NC,27587-3894,,2020/09/04 00:00:00+00,Restaurant,18672,-78.52448504,35.95188185,M
915878,04092011831,Taco Bell #3279,3821 WESTERN BLVD ,,RALEIGH,NC,27606-1934,(919) 851-9034,1995/12/08 00:00:00+00,Restaurant,18689,-78.68953284,35.78425136,M
915879,04092014456,#1 CHINA,764 W Williams ST ,,APEX,NC,27502,(919) 362-6887,2005/12/27 00:00:00+00,Restaurant,18713,-78.86276064,35.73803218,M
915880,04092017116,MUM'S JAMAICAN RESTAURANT,3901-101 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 615-2332,2015/12/14 00:00:00+00,Restaurant,18675,-78.58295913,35.83464973,M
915881,04092014458,Bojangles #36,8680 Glenwood AVE ,,RALEIGH,NC,27612,(919) 277-0600,2005/12/05 00:00:00+00,Restaurant,18714,-78.74320443,35.88674606,M
915882,04092010533,O'Charleys,101 ASHVILLE AVE ,,CARY,NC,27511-6606,(919) 851-9777,1991/04/22 00:00:00+00,Restaurant,18731,-78.78354467,35.73867895,M
915883,04092012231,Knights Play Golf Center,2512 Ten Ten Rd,,APEX,NC,27502,(919) 303-3747,1998/04/27 00:00:00+00,Restaurant,18740,-78.81416503,35.71128448,M
915884,04092030420,Taqueria 3 Diamantes (WCID #705),2201 Piney Grove-Wilbon  RD ,Piney Grove Mini Mart,HOLLY SPRINGS,NC,27540,(919) 777-8520,2019/05/14 00:00:00+00,Mobile Food Units,18755,-78.83671577,35.59731325,M
915885,04092017746,Burger Fi,2052 RENAISSANCE PARK PL ,,CARY,NC,27513,(919) 659-8700,2017/11/29 00:00:00+00,Restaurant,18760,-78.77115656,35.82699882,M
915886,04092018099,Layered Croissanterie,911 N WEST ST,107,RALEIGH,NC,27603-2576,(984) 200-1200,2019/05/15 00:00:00+00,Restaurant,18762,-78.64438198,35.79144303,M
915887,04092020845,Papa John's,6470 TRYON RD ,,CARY,NC,27511-7050,(919) 851-5656,1998/06/29 00:00:00+00,Food Stand,18786,-78.761351,35.74432985,M
915888,04092030416,Paco's Tacos Catering & Breakfast Wagon (WCID #703),518 E Williams ST ,,APEX,NC,27502,(919) 633-5880,2019/05/09 00:00:00+00,Mobile Food Units,18830,-78.84778574,35.72374776,M
915889,04092014704,Red Robin #571,1431 Beaver Creek Commons ,,APEX,NC,27502,(919) 363-8599,2006/10/09 00:00:00+00,Restaurant,18764,-78.8826304,35.7473372,M
915890,04092022019,Harris Teeter #304 Starbucks,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,Food Stand,18834,-78.78791806,35.91890974,M
915891,04092021511,Harris Teeter #330 Produce,1151 Tryon Village DR ,,CARY,NC,27518,(919) 233-3476,2008/02/21 00:00:00+00,Food Stand,18837,-78.74322582,35.74716614,M
915892,04092016002,CHIPOTLE #1659,2316 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 576-1894,2011/09/16 00:00:00+00,Restaurant,18857,-78.66664805,35.78770631,M
915893,04092016007,NC JAPAN EXPRESS,9660 FALLS OF NEUSE  RD ,STE 147,RALEIGH,NC,27615,(919) 846-1684,2011/09/16 00:00:00+00,Restaurant,18867,-78.60015155,35.90522894,M
915894,04092018441,Jersey Mike's Subs #3099,3490 Kildaire Farm RD ,Ste 172,RALEIGH,NC,27606,(919) 363-7827,2020/09/10 00:00:00+00,Restaurant,18854,0,0,U
915895,04092017245,SALVIO'S PIZZERIA,6325 FALLS OF NEUSE RD ,STE 69,RALEIGH,NC,27615,(919) 981-5678,2016/06/22 00:00:00+00,Restaurant,18877,-78.62251606,35.86922851,M
915896,04092017248,CELLAR 55,1351 E BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 446-1156,2016/06/15 00:00:00+00,Restaurant,18886,-78.77604319,35.59548799,M
915897,04092017715,Pressed Sandwich House,10630-104 Durant RD ,,RALEIGH,NC,27614,(984) 269-5099,2017/11/06 00:00:00+00,Restaurant,18871,-78.59235176,35.90585466,M
915898,04092015870,MCDONALD'S #32956,8031 OLD WAKE FOREST RD ,@ WALMART,RALEIGH,NC,27616,(919) 878-7173,2011/01/20 00:00:00+00,Restaurant,18889,-78.56666533,35.86809107,M
915899,04092018357,The Addison of Knightdale Dining,2408 Hodge  RD ,,KNIGHTDALE,NC,27545,(919) 266-6676,2020/04/29 00:00:00+00,Restaurant,18895,-78.519561,35.75881159,M
915900,04092016107,PORT CITY JAVA NELSON,2801 FOUNDERS DR ,,RALEIGH,NC,27695,(919) 515-0458,2012/02/23 00:00:00+00,Restaurant,18901,-78.67872874,35.78448278,M
915901,04092016427,GINGER ASIAN CUISINE,2048 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 859-8998,2013/05/21 00:00:00+00,Restaurant,18909,-78.78068706,35.73567462,M
915902,04092017318,FREDDY'S FROZEN CUSTARD & STEAKBURGERS #3207,221 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-3421,2016/09/08 00:00:00+00,Restaurant,18911,-78.84526788,35.66457162,M
915903,04092025320,Publix #1652  Deli,417 W PEACE ST,100,RALEIGH,NC,27603-1133,(919) 755-5444,2020/09/02 00:00:00+00,Food Stand,18913,-78.64490127,35.78789475,M
915904,04092017642,Dan Sushi Hibachi,1313 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 577-8000,2017/07/13 00:00:00+00,Restaurant,18914,-78.77762782,35.59227955,M
915905,04092017169,THE PROVINCIAL,119 N SALEM ST ,,APEX,NC,27502,(919) 372-5921,2016/03/02 00:00:00+00,Restaurant,18915,-78.85138015,35.73144128,M
915906,04092300274,SAM'S CLUB #6976 MEAT MARKET,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 00:00:00+00,Meat Market,18923,-78.53862938,35.95675315,M
915907,04092021752,HARRIS TEETER #395 PRODUCE,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 00:00:00+00,Food Stand,18925,-78.69147726,35.99120973,M
915908,04092015843,CHINA MOON,7983 FAYETTEVILLE RD ,,RALEIGH,NC,27603-5631,(919) 661-7778,2010/12/23 00:00:00+00,Restaurant,18926,-78.69742539,35.66508155,M
915909,04092015068,Subway #40338,6209-128 Rock Quarry  RD ,,RALEIGH,NC,27610,(919) 773-4101,2008/02/20 00:00:00+00,Restaurant,18921,-78.54900696,35.72380299,M
915910,04092110062,Knightdale Elem. Sch. Cafeteria,109 RIDGE ST ,,KNIGHTDALE,NC,27545-8996,(919) 266-8540 ext. 21663,1991/10/16 00:00:00+00,Public School Lunchrooms,18962,-78.4779126,35.78387328,M
915911,04092110015,Enloe High School Cafeteria,128 CLARENDON CRES ,,RALEIGH,NC,27610-2408,(919) 856-7918 ext. 24684,1991/10/28 00:00:00+00,Public School Lunchrooms,18965,-78.60333819,35.78424685,M
915912,04092017025,THE BERKELEY CAFE,217 W MARTIN ST ,,RALEIGH,NC,27601,(919) 828-9190,2015/09/21 00:00:00+00,Restaurant,18969,-78.64280742,35.77679382,M
915913,04092017303,SHEETZ #607,40 CABELA DR ,,GARNER,NC,27529,(919) 662-1390,2016/08/16 00:00:00+00,Restaurant,18971,-78.58532113,35.69803233,M
915914,04092016084,MCDONALDS #18373,415 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 556-7686,2012/01/12 00:00:00+00,Restaurant,18975,-78.46701525,35.91701042,M
915915,04092021730,THE CATERING WORKS,2319 LAURELBROOK ST ,,RALEIGH,NC,27604,(919) 828-5932,2013/01/07 00:00:00+00,Food Stand,18979,-78.61526307,35.81201084,M
915916,04092017029,LOS TRES MEXICAN RESTAURANT,1301 E WILLIAMS ST ,,APEX,NC,27502,(919) 367-6797,2015/09/16 00:00:00+00,Restaurant,18981,-78.84117412,35.71702832,M
915917,04092016249,JERSEY MIKES #3131,6176 FALLS OF NEUSE RD ,STE 104,RALEIGH,NC,27609,(919) 870-7827,2012/08/28 00:00:00+00,Restaurant,18988,-78.62017998,35.86657041,M
915918,04092017991,APPLEBEE'S GRILL & BAR,8701 Brier Creek Pky,,RALEIGH,NC,27617,(919) 544-9771,2018/12/12 00:00:00+00,Restaurant,19004,-78.78741928,35.90296393,M
915919,04092014990,Texas Roadhouse #294,11440 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 569-2119,2007/10/24 00:00:00+00,Restaurant,19007,-78.54034204,35.95645938,M
915920,04092110077,Zebulon Elem. School Cafeteria,700 PROCTOR ST ,,ZEBULON,NC,27597-8726,(919) 404-3680 ext. 21213,1991/10/28 00:00:00+00,Public School Lunchrooms,19020,-78.31958692,35.83895372,M
915921,04092300004,Larry's Supermarket - Meat Market,2041 MILBURNIE RD ,,RALEIGH,NC,27610-2211,(919) 834-0152,1991/12/05 00:00:00+00,Meat Market,19024,-78.6129263,35.78878222,M
915922,04092018429,Bali Hai,9650 STRICKLAND RD,,RALEIGH,NC,27615,(984) 242-4314,2020/09/01 00:00:00+00,Restaurant,19038,-78.65677159,35.90420107,T
915923,04092011186,Kashin Restaurant,309 CROSSROADS BLVD ,,CARY,NC,27511-6894,(919) 851-7101,1992/11/25 00:00:00+00,Restaurant,19072,-78.73871452,35.76064286,M
915924,04092010287,Glenwood Grill,2603-151 Glenwood Ave ,,RALEIGH,NC,27608,(919) 782-3102,1991/03/18 00:00:00+00,Restaurant,19081,-78.6604672,35.81647745,M
915925,04092015690,PANDA WOK,8521  CANTILEVER WAY ,Ste 105,RALEIGH,NC,27613,(919) 792-2588,2010/08/12 00:00:00+00,Restaurant,19088,-78.73779147,35.88567278,M
915926,04092017655,THAI LOTUS,3450 KILDAIRE FARM RD ,SUITE 150,CARY,NC,27518,(984) 229-7333,2017/06/29 00:00:00+00,Restaurant,19093,-78.79652253,35.70711378,M
915927,04092018249,Pizza Hut #036606,151 Wakelon St,,ZEBULON,NC,27597,(919) 269-6455,2019/12/10 00:00:00+00,Restaurant,19100,-78.31572903,35.83347119,M
915928,04092014360,Circle K #6314,11700 New Leesville RD ,,RALEIGH,NC,27613,(919) 696-4308,2005/08/01 00:00:00+00,Restaurant,19115,-78.74118636,35.92072024,M
915929,04092014366,St. Michael the Arch Angel Catholic Church,808 High House RD ,,CARY,NC,27513,(919) 468-6100,2005/08/16 00:00:00+00,Restaurant,19117,-78.82211368,35.78588729,M
